genome_id,size,assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,path,genome_file,superkingdom,phylum,class,order,family,genus,species
GCF_000014805.1_ASM1480v1,1382010,GCF_000014805.1,PRJNA224116,SAMN02604052,NA,na,380703,644,Aeromonas hydrophila subsp. hydrophila ATCC 7966,strain=ATCC 7966,NA,latest,Complete Genome,Major,Full,06-11-06,ASM1480v1,TIGR,GCA_000014805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/805/GCF_000014805.1_ASM1480v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000014805.1_ASM1480v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila
GCF_000204115.1_ASM20411v1,1341689,GCF_000204115.1,PRJNA224116,SAMN02603940,NA,na,998088,654,Aeromonas veronii B565,strain=B565,NA,latest,Complete Genome,Major,Full,13-04-11,ASM20411v1,"The Key Laboratory of Molecular Microbiology and Technology, Ministry of Education & Feed Research Institute, Chinese Academy of",GCA_000204115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/115/GCF_000204115.1_ASM20411v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000204115.1_ASM20411v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii
GCF_000011805.1_ASM1180v1,1258548,GCF_000011805.1,PRJNA224116,SAMN02604303,NA,na,312309,668,Aliivibrio fischeri ES114,strain=ES114,NA,latest,Complete Genome,Major,Full,02-04-08,ASM1180v1,W.M. Keck Microbial Communities and Cell-signaling Program,GCA_000011805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/805/GCF_000011805.1_ASM1180v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000011805.1_ASM1180v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio fischeri
GCF_000196095.1_ASM19609v1,1537037,GCF_000196095.1,PRJNA224116,SAMD00058707,NA,representative genome,223926,670,Vibrio parahaemolyticus RIMD 2210633,strain=O3:K6 substr. RIMD 2210633,NA,latest,Complete Genome,Major,Full,11-05-04,ASM19609v1,Osaka Univ.,GCA_000196095.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/095/GCF_000196095.1_ASM19609v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000196095.1_ASM19609v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
GCF_000009745.1_ASM974v1,1562260,GCF_000009745.1,PRJNA224116,SAMD00061075,NA,na,196600,672,Vibrio vulnificus YJ016,strain=YJ016,NA,latest,Complete Genome,Major,Full,03-10-03,ASM974v1,"NHRI, Taiwan",GCA_000009745.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/745/GCF_000009745.1_ASM974v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000009745.1_ASM974v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus
GCF_000210895.1_ASM21089v1,617641,GCF_000210895.1,PRJNA224116,SAMEA3138384,NA,na,862965,729,Haemophilus parainfluenzae T3T1,strain=T3T1,NA,latest,Complete Genome,Major,Full,23-07-10,ASM21089v1,The Wellcome Trust Sanger Institute,GCA_000210895.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/895/GCF_000210895.1_ASM21089v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000210895.1_ASM21089v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae
GCF_000007945.1_ASM794v1,500449,GCF_000007945.1,PRJNA224116,SAMN02604087,NA,na,233412,730,[Haemophilus] ducreyi 35000HP,strain=35000HP,NA,latest,Complete Genome,Major,Full,23-07-03,ASM794v1,Univ. Ohio,GCA_000007945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/945/GCF_000007945.1_ASM794v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000007945.1_ASM794v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,[Haemophilus] ducreyi
GCF_000009925.1_ASM992v1,1580715,GCF_000009925.1,PRJNA224116,SAMD00061068,NA,na,295405,817,Bacteroides fragilis YCH46,strain=YCH46,NA,latest,Complete Genome,Major,Full,16-09-04,ASM992v1,Kitasato Univ.,GCA_000009925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/925/GCF_000009925.1_ASM992v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000009925.1_ASM992v1_genomic.fna.gz,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis
GCF_000011065.1_ASM1106v1,1873731,GCF_000011065.1,PRJNA224116,SAMN02604314,NA,na,226186,818,Bacteroides thetaiotaomicron VPI-5482,strain=VPI-5482,NA,latest,Complete Genome,Major,Full,28-03-03,ASM1106v1,Washington University Department of Molecular Biology and Pharmacology,GCA_000011065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/065/GCF_000011065.1_ASM1106v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000011065.1_ASM1106v1_genomic.fna.gz,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron
GCF_006742345.1_ASM674234v1,1486081,GCF_006742345.1,PRJNA224116,SAMD00169826,NA,na,820,820,Bacteroides uniformis,strain=NBRC 113350,NA,latest,Complete Genome,Major,Full,11-06-19,ASM674234v1,"Biological Resource Center, National Institute of Technology and Evaluation (NBRC)",GCA_006742345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/742/345/GCF_006742345.1_ASM674234v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_006742345.1_ASM674234v1_genomic.fna.gz,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis
GCF_000186885.1_ASM18688v1,1132688,GCF_000186885.1,PRJNA224116,SAMN00713581,NA,representative genome,577650,894,Desulfobulbus propionicus DSM 2032,strain=DSM 2032,NA,latest,Complete Genome,Major,Full,27-01-11,ASM18688v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000186885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/885/GCF_000186885.1_ASM18688v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000186885.1_ASM18688v1_genomic.fna.gz,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus propionicus
GCF_001854245.1_ASM185424v1,1311859,GCF_001854245.1,PRJNA224116,SAMN04893606,NA,na,897,897,Desulfococcus multivorans,strain=DSM 2059,NA,latest,Complete Genome,Major,Full,26-10-16,ASM185424v1,"Federal Research Institute for Rural Areas, Forestry, and Fisheries, Thuenen Institute of Forest Genetics",GCA_001854245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/245/GCF_001854245.1_ASM185424v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001854245.1_ASM185424v1_genomic.fna.gz,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfococcus,Desulfococcus multivorans
GCF_000190595.1_ASM19059v1,1081065,GCF_000190595.1,PRJNA224116,SAMN00713590,NA,representative genome,867900,979,Cellulophaga lytica DSM 7489,strain=DSM 7489,NA,latest,Complete Genome,Major,Full,28-02-11,ASM19059v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000190595.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/595/GCF_000190595.1_ASM19059v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000190595.1_ASM19059v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga lytica
GCF_000240075.2_ASM24007v2,910190,GCF_000240075.2,PRJNA224116,SAMN02603612,NA,na,1041826,996,Flavobacterium columnare ATCC 49512,strain=ATCC 49512,NA,latest,Complete Genome,Major,Full,19-01-12,ASM24007v2,Mississippi State University,GCA_000240075.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/075/GCF_000240075.2_ASM24007v2,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000240075.2_ASM24007v2_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium columnare
GCF_000025485.1_ASM2548v1,1059597,GCF_000025485.1,PRJNA224116,SAMN02598487,NA,representative genome,572477,1049,Allochromatium vinosum DSM 180,strain=DSM 180,NA,latest,Complete Genome,Major,Full,16-02-10,ASM2548v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000025485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/485/GCF_000025485.1_ASM2548v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000025485.1_ASM2548v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,Allochromatium vinosum
GCF_009664085.1_ASM966408v1,860959,GCF_009664085.1,PRJNA224116,SAMN11388997,NA,representative genome,316276,1050,Thermochromatium tepidum ATCC 43061,strain=ATCC 43061,NA,latest,Complete Genome,Major,Full,15-11-19,ASM966408v1,Northern Illinois University,GCA_009664085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/664/085/GCF_009664085.1_ASM966408v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_009664085.1_ASM966408v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thermochromatium,Thermochromatium tepidum
GCF_000021005.1_ASM2100v1,1331724,GCF_000021005.1,PRJNA224116,SAMN02603252,NA,representative genome,557760,1063,Cereibacter sphaeroides KD131,strain=KD131; KCTC 12085,NA,latest,Complete Genome,Major,Full,22-01-09,ASM2100v1,GenoTech corp.,GCA_000021005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/005/GCF_000021005.1_ASM2100v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000021005.1_ASM2100v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Cereibacter sphaeroides
GCF_000013365.1_ASM1336v1,1518039,GCF_000013365.1,PRJNA224116,SAMN02598335,NA,na,316058,1076,Rhodopseudomonas palustris HaA2,strain=HaA2,NA,latest,Complete Genome,Major,Full,06-02-06,ASM1336v1,DOE Joint Genome Institute,GCA_000013365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/365/GCF_000013365.1_ASM1336v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000013365.1_ASM1336v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Rhodopseudomonas,Rhodopseudomonas palustris
GCF_000013085.1_ASM1308v1,1264435,GCF_000013085.1,PRJNA224116,SAMN02598538,NA,na,269796,1085,Rhodospirillum rubrum ATCC 11170,strain=ATCC 11170,NA,latest,Complete Genome,Major,Full,12-12-05,ASM1308v1,DOE Joint Genome Institute,GCA_000013085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/085/GCF_000013085.1_ASM1308v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000013085.1_ASM1308v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum rubrum
GCF_000007925.1_ASM792v1,515945,GCF_000007925.1,PRJNA224116,SAMN02603142,NA,representative genome,167539,1219,Prochlorococcus marinus subsp. marinus str. CCMP1375,strain=CCMP1375; SS120,NA,latest,Complete Genome,Major,Full,25-07-03,ASM792v1,CNRS,GCA_000007925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/925/GCF_000007925.1_ASM792v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000007925.1_ASM792v1_genomic.fna.gz,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus
GCF_000023205.1_ASM2320v1,692002,GCF_000023205.1,PRJNA224116,SAMN00000281,NA,na,465515,1270,Micrococcus luteus NCTC 2665,strain=NCTC 2665,NA,latest,Complete Genome,Major,Full,12-06-09,ASM2320v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000023205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/205/GCF_000023205.1_ASM2320v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000023205.1_ASM2320v1_genomic.fna.gz,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus
GCF_000009005.1_ASM900v1,799688,GCF_000009005.1,PRJNA224116,SAMEA3138186,NA,na,273036,1280,Staphylococcus aureus RF122,strain=RF122,NA,latest,Complete Genome,Major,Full,24-11-05,ASM900v1,Univ. Minnesota,GCA_000009005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/005/GCF_000009005.1_ASM900v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000009005.1_ASM900v1_genomic.fna.gz,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_000706685.1_ASM70668v1,837910,GCF_000706685.1,PRJNA224116,SAMN02639856,NA,na,1288,1288,Staphylococcus xylosus,strain=HKUOPL8,NA,latest,Complete Genome,Major,Full,13-06-14,ASM70668v1,University of Hong Kong,GCA_000706685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/706/685/GCF_000706685.1_ASM70668v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000706685.1_ASM70668v1_genomic.fna.gz,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus xylosus
GCF_000006785.2_ASM678v2,548040,GCF_000006785.2,PRJNA224116,SAMN02604089,NA,na,160490,1314,Streptococcus pyogenes M1 GAS,strain=SF370,NA,latest,Complete Genome,Major,Full,01-04-14,ASM678v2,Univ. Oklahoma,GCA_000006785.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/785/GCF_000006785.2_ASM678v2,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000006785.2_ASM678v2_genomic.fna.gz,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes
GCF_000007785.1_ASM778v1,988302,GCF_000007785.1,PRJNA224116,SAMN02603978,NA,na,226185,1351,Enterococcus faecalis V583,strain=V583,NA,latest,Complete Genome,Major,Full,28-03-03,ASM778v1,TIGR,GCA_000007785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/785/GCF_000007785.1_ASM778v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000007785.1_ASM778v1_genomic.fna.gz,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
GCF_000174395.2_ASM17439v2,898421,GCF_000174395.2,PRJNA224116,SAMN00002237,NA,na,333849,1352,Enterococcus faecium DO,strain=DO,NA,latest,Complete Genome,Major,Full,25-05-12,ASM17439v2,Baylor College of Medicine,GCA_000174395.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/395/GCF_000174395.2_ASM17439v2,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000174395.2_ASM17439v2_genomic.fna.gz,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
GCF_000010165.1_ASM1016v1,1878968,GCF_000010165.1,PRJNA224116,SAMD00060942,NA,na,358681,1393,Brevibacillus brevis NBRC 100599,strain=NBRC 100599 (= 47),NA,latest,Complete Genome,Major,Full,01-04-09,ASM1016v1,National Institute of Technology and Evaluation,GCA_000010165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/165/GCF_000010165.1_ASM1016v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000010165.1_ASM1016v1_genomic.fna.gz,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus brevis
GCF_000018825.1_ASM1882v1,1715026,GCF_000018825.1,PRJNA224116,SAMN00623031,NA,na,315730,1405,Bacillus mycoides KBAB4,strain=KBAB4,NA,latest,Complete Genome,Major,Full,21-12-07,ASM1882v1,US DOE Joint Genome Institute,GCA_000018825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/825/GCF_000018825.1_ASM1882v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000018825.1_ASM1882v1_genomic.fna.gz,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides
GCF_000017025.1_ASM1702v1,1087883,GCF_000017025.1,PRJNA224116,SAMN02603532,NA,na,441770,1491,Clostridium botulinum A str. ATCC 19397,strain=ATCC 19397,NA,latest,Complete Genome,Major,Full,20-07-07,ASM1702v1,Los Alamos National Laboratory,GCA_000017025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/025/GCF_000017025.1_ASM1702v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000017025.1_ASM1702v1_genomic.fna.gz,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium botulinum
GCF_000010145.1_ASM1014v1,620729,GCF_000010145.1,PRJNA224116,SAMD00060917,NA,na,334390,1613,Limosilactobacillus fermentum IFO 3956,strain=IFO 3956,NA,latest,Complete Genome,Major,Full,15-04-08,ASM1014v1,Kitasato Institute for Life Sciences,GCA_000010145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/145/GCF_000010145.1_ASM1014v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000010145.1_ASM1014v1_genomic.fna.gz,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum
GCF_000010425.1_ASM1042v1,614053,GCF_000010425.1,PRJNA224116,SAMD00061080,NA,na,367928,1680,Bifidobacterium adolescentis ATCC 15703,strain=ATCC 15703,NA,latest,Complete Genome,Major,Full,05-12-06,ASM1042v1,"Gifu University, Life Science Research Center, Japan",GCA_000010425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/425/GCF_000010425.1_ASM1042v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000010425.1_ASM1042v1_genomic.fna.gz,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis
GCF_000800475.2_ASM80047v2,587661,GCF_000800475.2,PRJNA224116,SAMN03253091,NA,na,1447715,1694,Bifidobacterium pseudolongum PV8-2,strain=PV8-2,NA,latest,Complete Genome,Minor,Full,09-12-14,ASM80047v2,ETH Zurich,GCA_000800475.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/475/GCF_000800475.2_ASM80047v2,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000800475.2_ASM80047v2_genomic.fna.gz,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum
GCF_000008345.1_ASM834v1,761091,GCF_000008345.1,PRJNA224116,SAMN02603281,NA,na,267747,1747,Cutibacterium acnes KPA171202,strain=KPA171202,NA,latest,Complete Genome,Major,Full,30-07-04,ASM834v1,Goettingen Genomics Laboratory,GCA_000008345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/345/GCF_000008345.1_ASM834v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000008345.1_ASM834v1_genomic.fna.gz,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
GCF_000007865.1_ASM786v1,1368579,GCF_000007865.1,PRJNA224116,SAMN02604086,NA,na,262316,1764,Mycobacterium avium subsp. paratuberculosis K-10,strain=K-10,NA,latest,Complete Genome,Major,Full,30-01-04,ASM786v1,Univ. Minnesota,GCA_000007865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/865/GCF_000007865.1_ASM786v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000007865.1_ASM786v1_genomic.fna.gz,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium
GCF_000277125.1_ASM27712v1,1545123,GCF_000277125.1,PRJNA224116,SAMN02603186,NA,representative genome,487521,1767,Mycobacterium intracellulare ATCC 13950,strain=ATCC 13950,NA,latest,Complete Genome,Major,Full,29-02-12,ASM27712v1,"Department of Microbiology and Immunology, Seoul National University",GCA_000277125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/125/GCF_000277125.1_ASM27712v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000277125.1_ASM27712v1_genomic.fna.gz,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium intracellulare
GCF_000008585.1_ASM858v1,1275938,GCF_000008585.1,PRJNA224116,SAMN02603992,NA,na,83331,1773,Mycobacterium tuberculosis CDC1551,strain=CDC1551,NA,latest,Complete Genome,Major,Full,04-08-04,ASM858v1,TIGR,GCA_000008585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/585/GCF_000008585.1_ASM858v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000008585.1_ASM858v1_genomic.fna.gz,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis
GCF_010727945.1_ASM1072794v1,1533918,GCF_010727945.1,PRJNA224116,SAMD00153177,NA,representative genome,1775,1775,Mycobacterium cookii,strain=JCM 12404,NA,latest,Complete Genome,Major,Full,06-02-20,ASM1072794v1,"Department of Infection Metagenomics, Osaka University",GCA_010727945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/727/945/GCF_010727945.1_ASM1072794v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_010727945.1_ASM1072794v1_genomic.fna.gz,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium cookii
GCF_000317305.3_ASM31730v3,1554692,GCF_000317305.3,PRJNA224116,SAMN02641502,NA,na,700508,1795,Mycolicibacterium neoaurum VKM Ac-1815D,strain=VKM Ac-1815D,NA,latest,Complete Genome,Major,Full,26-08-14,ASM31730v3,"Laboratory of microbiological transformation of organic compounds, G.K.Skryabin Institute of Biochemistry and Physiology of Microorganisms, Russian Academy of Sciences",GCA_000317305.3,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/305/GCF_000317305.3_ASM31730v3,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000317305.3_ASM31730v3_genomic.fna.gz,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium neoaurum
GCF_001655245.1_ASM165524v1,1771341,GCF_001655245.1,PRJNA224116,SAMN03702434,NA,representative genome,1354275,1810,Mycolicibacterium vaccae 95051,strain=95051,NA,latest,Complete Genome,Major,Full,03-06-16,ASM165524v1,"Institute of Pathogen Biology, CAMS&PUMC",GCA_001655245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/655/245/GCF_001655245.1_ASM165524v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001655245.1_ASM165524v1_genomic.fna.gz,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium vaccae
